CustomerID,RepeatPurchase,prediction,probability
15648.0,0,1.0,"[0.3460463743629196,0.6539536256370804]"
15653.0,0,0.0,"[0.7839040009700133,0.21609599902998666]"
15654.0,1,1.0,"[0.3254219343723629,0.6745780656276371]"
15655.0,0,1.0,"[0.32775127155887784,0.6722487284411222]"
15657.0,1,0.0,"[0.8701761787489296,0.1298238212510704]"
15658.0,0,1.0,"[0.24354820230199048,0.7564517976980095]"
15660.0,1,1.0,"[0.16438154463768676,0.8356184553623133]"
15663.0,0,0.0,"[0.6200762801185203,0.37992371988147966]"
15667.0,1,1.0,"[0.4932601737964047,0.5067398262035954]"
15671.0,1,1.0,"[0.1437851478080319,0.8562148521919681]"
15677.0,1,1.0,"[0.3139028990143126,0.6860971009856873]"
15680.0,1,1.0,"[0.18486075588247514,0.8151392441175249]"
15683.0,0,0.0,"[0.5714247728306543,0.4285752271693457]"
15700.0,0,1.0,"[0.2319062306449457,0.7680937693550542]"
15704.0,0,1.0,"[0.12828087550603748,0.8717191244939625]"
15713.0,0,1.0,"[0.43508070316806174,0.5649192968319383]"
15714.0,1,1.0,"[0.38581352858636514,0.6141864714136349]"
15717.0,0,0.0,"[0.6331565473330043,0.3668434526669957]"
15750.0,1,1.0,"[0.08782477838024172,0.9121752216197583]"
15754.0,1,1.0,"[0.36789833357962637,0.6321016664203736]"
15763.0,1,1.0,"[0.22738842097728748,0.7726115790227125]"
15764.0,1,1.0,"[0.09599024881201904,0.904009751187981]"
15766.0,1,0.0,"[0.5045253365525504,0.4954746634474496]"
15774.0,1,1.0,"[0.43967804259766885,0.5603219574023311]"
15777.0,0,1.0,"[0.30629491907139034,0.6937050809286096]"
15796.0,1,1.0,"[0.11431039655909465,0.8856896034409053]"
15799.0,1,1.0,"[0.20905995301397778,0.7909400469860222]"
15808.0,0,1.0,"[0.08647147946016731,0.9135285205398327]"
15809.0,1,1.0,"[0.3375596988650717,0.6624403011349282]"
15815.0,1,1.0,"[0.19824030900552653,0.8017596909944735]"
15834.0,1,1.0,"[0.10171154194288912,0.8982884580571109]"
15844.0,1,0.0,"[0.6076803283516748,0.39231967164832515]"
15845.0,1,1.0,"[0.09819656416704999,0.90180343583295]"
15847.0,1,1.0,"[0.43456616893073813,0.5654338310692619]"
15856.0,1,1.0,"[0.028176745137376977,0.971823254862623]"
15860.0,1,1.0,"[0.1809411945075272,0.8190588054924728]"
15869.0,0,0.0,"[0.5620418596521731,0.4379581403478269]"
15880.0,0,1.0,"[0.294706852516789,0.7052931474832109]"
15885.0,0,1.0,"[0.4548163463228842,0.5451836536771157]"
15889.0,0,1.0,"[0.28158309023344863,0.7184169097665514]"
15891.0,0,1.0,"[0.28622251298941537,0.7137774870105846]"
15917.0,0,0.0,"[0.6062909046054104,0.39370909539458965]"
15923.0,0,0.0,"[0.5473858498677496,0.45261415013225037]"
15930.0,1,1.0,"[0.4042522382476654,0.5957477617523346]"
15932.0,1,1.0,"[0.1261473787325986,0.8738526212674014]"
15937.0,1,0.0,"[0.6368520492598959,0.3631479507401041]"
15938.0,0,1.0,"[0.42573254482857076,0.5742674551714293]"
15940.0,0,0.0,"[0.8606028047994821,0.13939719520051785]"
15947.0,1,1.0,"[0.23407243803701094,0.7659275619629891]"
15955.0,1,1.0,"[0.08155118521924253,0.9184488147807575]"
15967.0,1,1.0,"[0.2859081483925986,0.7140918516074014]"
15969.0,1,1.0,"[0.3784707656514343,0.6215292343485657]"
15976.0,0,1.0,"[0.2635336780595257,0.7364663219404743]"
15977.0,1,1.0,"[0.22333866248887793,0.7766613375111221]"
15981.0,1,1.0,"[0.11648954243398146,0.8835104575660185]"
15987.0,1,1.0,"[0.1693521691084642,0.8306478308915358]"
15994.0,1,1.0,"[0.3740073540942643,0.6259926459057357]"
15996.0,1,1.0,"[0.17732712366339318,0.8226728763366068]"
16003.0,1,1.0,"[0.13691114729267817,0.8630888527073218]"
16005.0,1,1.0,"[0.18418865859278621,0.8158113414072138]"
16008.0,1,1.0,"[0.347429876032668,0.652570123967332]"
16010.0,0,1.0,"[0.28831084394072903,0.711689156059271]"
16011.0,1,1.0,"[0.08719254631091851,0.9128074536890814]"
16019.0,1,1.0,"[0.09193755370533395,0.908062446294666]"
16023.0,1,1.0,"[0.21526747427681242,0.7847325257231876]"
16024.0,1,1.0,"[0.36451090853763185,0.6354890914623681]"
16029.0,1,1.0,"[0.041007515721016075,0.9589924842789839]"
16031.0,0,1.0,"[0.24790420019365608,0.7520957998063439]"
16037.0,0,1.0,"[0.29287169381060535,0.7071283061893947]"
16038.0,1,1.0,"[0.37190292647047535,0.6280970735295246]"
16045.0,0,1.0,"[0.1805401510517765,0.8194598489482234]"
16070.0,1,1.0,"[0.29073992162930845,0.7092600783706915]"
16076.0,1,1.0,"[0.12723826390209445,0.8727617360979055]"
16083.0,0,1.0,"[0.25773785112657693,0.7422621488734231]"
16086.0,1,1.0,"[0.24829801965501314,0.7517019803449869]"
16093.0,0,0.0,"[0.8968859724568407,0.10311402754315935]"
16096.0,0,0.0,"[0.5610992061824679,0.4389007938175321]"
16104.0,1,1.0,"[0.4424697233871707,0.5575302766128293]"
16109.0,0,1.0,"[0.40965058091928597,0.590349419080714]"
16127.0,1,1.0,"[0.2969586832495353,0.7030413167504648]"
16135.0,0,1.0,"[0.38220859882583813,0.6177914011741619]"
16147.0,0,1.0,"[0.4145371091393651,0.585462890860635]"
16160.0,1,1.0,"[0.35810531498355896,0.6418946850164411]"
16161.0,1,1.0,"[0.051495639518622356,0.9485043604813777]"
16171.0,1,0.0,"[0.765977689422506,0.234022310577494]"
16173.0,1,1.0,"[0.1758464661674856,0.8241535338325144]"
16185.0,1,1.0,"[0.34246170460302616,0.6575382953969738]"
16190.0,1,0.0,"[0.6805882766457335,0.3194117233542665]"
16191.0,1,1.0,"[0.09093976712079192,0.9090602328792081]"
16198.0,1,1.0,"[0.45192933492547216,0.5480706650745278]"
16213.0,1,0.0,"[0.6402554825276566,0.3597445174723434]"
16221.0,1,1.0,"[0.2058205911415301,0.7941794088584699]"
16227.0,0,0.0,"[0.5625296884374882,0.4374703115625118]"
16229.0,1,1.0,"[0.2429837774939828,0.7570162225060172]"
16250.0,0,1.0,"[0.4015038252819279,0.5984961747180721]"
16266.0,1,1.0,"[0.23678934940657861,0.7632106505934214]"
16272.0,0,1.0,"[0.39110572499085233,0.6088942750091477]"
16274.0,0,1.0,"[0.34311880401780476,0.6568811959821952]"
16276.0,0,0.0,"[0.5930658078112178,0.40693419218878224]"
16287.0,0,0.0,"[0.6530916811626556,0.3469083188373444]"
16297.0,0,1.0,"[0.4495603713096087,0.5504396286903913]"
16311.0,1,1.0,"[0.31023564270453263,0.6897643572954674]"
16316.0,1,1.0,"[0.11944376438002408,0.8805562356199759]"
16318.0,1,1.0,"[0.44490476637964516,0.5550952336203548]"
16319.0,0,0.0,"[0.5918858182582933,0.40811418174170666]"
16332.0,1,1.0,"[0.13650029055411944,0.8634997094458805]"
16345.0,1,1.0,"[0.3494481471217072,0.6505518528782928]"
16358.0,1,1.0,"[0.13860426142496013,0.8613957385750399]"
16364.0,1,1.0,"[0.2675315050573367,0.7324684949426633]"
16367.0,1,1.0,"[0.19425945903390826,0.8057405409660917]"
16394.0,1,1.0,"[0.17982471778116366,0.8201752822188364]"
16399.0,1,1.0,"[0.30187201539714587,0.6981279846028541]"
16409.0,1,1.0,"[0.10459759451828556,0.8954024054817145]"
16414.0,1,0.0,"[0.6522085343119648,0.3477914656880352]"
16424.0,0,0.0,"[0.6738927529414505,0.32610724705854954]"
16426.0,1,1.0,"[0.09235914288074988,0.9076408571192501]"
16430.0,1,0.0,"[0.567635350300895,0.43236464969910504]"
16438.0,1,1.0,"[0.1898324410654282,0.8101675589345718]"
16444.0,1,1.0,"[0.2403244003433256,0.7596755996566744]"
16446.0,0,0.0,"[0.938290638290451,0.06170936170954899]"
16447.0,0,1.0,"[0.4149740723521807,0.5850259276478194]"
16451.0,1,0.0,"[0.5002871631352366,0.4997128368647634]"
16460.0,1,1.0,"[0.19143990279106304,0.808560097208937]"
16462.0,1,0.0,"[0.7092610918636296,0.2907389081363704]"
16469.0,1,1.0,"[0.19175592821598147,0.8082440717840185]"
16470.0,1,1.0,"[0.17988612589028977,0.8201138741097103]"
16471.0,0,0.0,"[0.5286524155285576,0.4713475844714424]"
16475.0,0,1.0,"[0.37124106208142976,0.6287589379185703]"
16511.0,1,1.0,"[0.16674160101275257,0.8332583989872474]"
16513.0,1,1.0,"[0.28023011949624754,0.7197698805037525]"
16517.0,0,0.0,"[0.5396390547353888,0.46036094526461124]"
16526.0,0,1.0,"[0.4833184977506458,0.5166815022493543]"
16533.0,1,1.0,"[0.15042546648134744,0.8495745335186525]"
16549.0,1,1.0,"[0.04421962420637491,0.9557803757936251]"
16560.0,1,1.0,"[0.24962982511342285,0.7503701748865772]"
16565.0,0,0.0,"[0.6846610857760402,0.31533891422395977]"
16567.0,0,1.0,"[0.3067793693741377,0.6932206306258624]"
16569.0,1,0.0,"[0.681441419741613,0.318558580258387]"
16583.0,0,0.0,"[0.5162952192113849,0.4837047807886151]"
16595.0,1,1.0,"[0.292832514294179,0.707167485705821]"
16596.0,1,0.0,"[0.5234407378045824,0.47655926219541755]"
16597.0,1,0.0,"[0.7249569322608587,0.27504306773914133]"
16600.0,1,1.0,"[0.2479121593796629,0.7520878406203371]"
16601.0,1,1.0,"[0.43391720643082904,0.566082793569171]"
16614.0,0,1.0,"[0.36407099275746835,0.6359290072425317]"
16618.0,1,1.0,"[0.13518360766376214,0.8648163923362379]"
16633.0,1,1.0,"[0.10657934671000008,0.89342065329]"
16642.0,1,1.0,"[0.3101786154812997,0.6898213845187002]"
16654.0,0,1.0,"[0.3488439044185563,0.6511560955814437]"
16657.0,1,1.0,"[0.16074815055688388,0.8392518494431161]"
16674.0,1,1.0,"[0.299136761131505,0.700863238868495]"
16680.0,1,0.0,"[0.5776329098049047,0.42236709019509533]"
16681.0,1,1.0,"[0.20147019664549534,0.7985298033545046]"
16684.0,1,1.0,"[0.04284716097234012,0.9571528390276599]"
16693.0,1,1.0,"[0.30020128272436714,0.6997987172756328]"
16696.0,0,1.0,"[0.42639427473803343,0.5736057252619666]"
16711.0,1,1.0,"[0.2637146845097009,0.7362853154902991]"
16713.0,1,1.0,"[0.04204332266606147,0.9579566773339385]"
16717.0,1,1.0,"[0.0846022024334683,0.9153977975665317]"
16726.0,1,1.0,"[0.1364816794696773,0.8635183205303227]"
16739.0,0,1.0,"[0.4849648553046354,0.5150351446953646]"
16743.0,1,1.0,"[0.10902978935721319,0.8909702106427868]"
16753.0,1,1.0,"[0.4351081619983124,0.5648918380016876]"
16770.0,1,1.0,"[0.19262737461131976,0.8073726253886803]"
16774.0,1,1.0,"[0.28041719659024694,0.7195828034097531]"
16777.0,1,1.0,"[0.39609037415400233,0.6039096258459977]"
16793.0,1,1.0,"[0.4976328477134476,0.5023671522865524]"
16795.0,0,1.0,"[0.2986174657243074,0.7013825342756925]"
16803.0,1,1.0,"[0.41985791776814635,0.5801420822318537]"
16807.0,0,1.0,"[0.21024921532289656,0.7897507846771035]"
16817.0,1,1.0,"[0.17016297330621288,0.8298370266937871]"
16823.0,0,1.0,"[0.3686027173495129,0.6313972826504871]"
16825.0,1,1.0,"[0.34502487993760306,0.654975120062397]"
16829.0,0,0.0,"[0.5601422715883075,0.43985772841169246]"
16830.0,1,1.0,"[0.42641275896305086,0.5735872410369491]"
16834.0,0,1.0,"[0.3946468656352167,0.6053531343647833]"
16855.0,1,1.0,"[0.4448148891687503,0.5551851108312498]"
16859.0,0,1.0,"[0.2739221907235841,0.726077809276416]"
16866.0,0,0.0,"[0.5540262434700985,0.44597375652990146]"
16869.0,1,1.0,"[0.1931363462082683,0.8068636537917317]"
16882.0,1,1.0,"[0.29202484855529187,0.7079751514447081]"
16898.0,1,1.0,"[0.21784669520512506,0.782153304794875]"
16899.0,1,1.0,"[0.16045827053743164,0.8395417294625683]"
16902.0,0,1.0,"[0.20600797933402223,0.7939920206659777]"
16904.0,1,1.0,"[0.05355988317236647,0.9464401168276335]"
16910.0,1,1.0,"[0.08588273290408592,0.9141172670959141]"
16914.0,1,1.0,"[0.4667573176846449,0.5332426823153551]"
16915.0,1,1.0,"[0.3003113865046627,0.6996886134953373]"
16924.0,1,1.0,"[0.22016589875225348,0.7798341012477465]"
16926.0,0,0.0,"[0.5179401716260568,0.48205982837394323]"
16938.0,1,1.0,"[0.10743948524991195,0.892560514750088]"
16953.0,1,0.0,"[0.8880804097060307,0.11191959029396925]"
16960.0,1,1.0,"[0.24401506834047285,0.7559849316595272]"
16963.0,0,0.0,"[0.6663852236241802,0.3336147763758198]"
16967.0,0,1.0,"[0.43811147207433543,0.5618885279256646]"
16968.0,1,1.0,"[0.3715860529133307,0.6284139470866693]"
16978.0,1,1.0,"[0.367558212655451,0.6324417873445489]"
16980.0,0,1.0,"[0.22323175930340822,0.7767682406965918]"
16982.0,1,1.0,"[0.41176993199998196,0.5882300680000181]"
16990.0,0,0.0,"[0.7425711279381323,0.2574288720618677]"
17004.0,1,1.0,"[0.24888388986381035,0.7511161101361896]"
17010.0,1,0.0,"[0.5612554002757518,0.4387445997242482]"
17014.0,1,1.0,"[0.2584757265483426,0.7415242734516574]"
17017.0,1,1.0,"[0.05357610660413049,0.9464238933958695]"
17019.0,1,1.0,"[0.1292410997639946,0.8707589002360054]"
17022.0,1,0.0,"[0.7113066721656508,0.2886933278343492]"
17031.0,1,1.0,"[0.41289445291602067,0.5871055470839793]"
17040.0,0,1.0,"[0.4314615610809519,0.5685384389190481]"
17043.0,1,1.0,"[0.15135238128385514,0.8486476187161449]"
17046.0,0,1.0,"[0.35378404624774984,0.6462159537522502]"
17052.0,1,1.0,"[0.2823791157730625,0.7176208842269375]"
17059.0,1,1.0,"[0.06345014540709258,0.9365498545929074]"
17060.0,0,0.0,"[0.7385137943005745,0.2614862056994255]"
17063.0,1,1.0,"[0.17836322658589918,0.8216367734141008]"
17070.0,0,1.0,"[0.33645584839184906,0.663544151608151]"
17076.0,1,1.0,"[0.3201294851045354,0.6798705148954646]"
17081.0,1,1.0,"[0.3404679834049318,0.6595320165950682]"
17091.0,1,1.0,"[0.08506677400596495,0.914933225994035]"
17097.0,1,1.0,"[0.15043263145705005,0.8495673685429499]"
17138.0,0,1.0,"[0.4041747870383723,0.5958252129616277]"
17140.0,0,1.0,"[0.47752278260521497,0.522477217394785]"
17166.0,1,0.0,"[0.546296102359772,0.453703897640228]"
17169.0,1,1.0,"[0.2489806552590559,0.7510193447409441]"
17171.0,0,0.0,"[0.5072752021735606,0.4927247978264394]"
17186.0,1,0.0,"[0.7287820229761617,0.2712179770238383]"
17193.0,1,1.0,"[0.2429092942099924,0.7570907057900076]"
17198.0,1,1.0,"[0.22129858605687008,0.7787014139431299]"
17214.0,1,1.0,"[0.1916895225511207,0.8083104774488793]"
17218.0,1,1.0,"[0.0998837932680197,0.9001162067319803]"
17222.0,1,1.0,"[0.40929742051443846,0.5907025794855616]"
17227.0,1,1.0,"[0.25576676824037387,0.7442332317596261]"
17228.0,1,1.0,"[0.11168056016276834,0.8883194398372316]"
17232.0,1,1.0,"[0.3566872437514533,0.6433127562485468]"
17243.0,1,1.0,"[0.0453270590629869,0.954672940937013]"
17254.0,1,1.0,"[0.29783163855183026,0.7021683614481697]"
17274.0,1,0.0,"[0.548919031119825,0.451080968880175]"
17277.0,0,1.0,"[0.21013795863263976,0.7898620413673603]"
17289.0,1,1.0,"[0.1924572266999204,0.8075427733000796]"
17295.0,1,1.0,"[0.2691787870449318,0.7308212129550682]"
17302.0,1,1.0,"[0.19589067805800509,0.8041093219419949]"
17306.0,1,1.0,"[0.1366124638338904,0.8633875361661096]"
17313.0,1,1.0,"[0.22176048496344247,0.7782395150365575]"
17315.0,1,1.0,"[0.04869177667973328,0.9513082233202668]"
17320.0,0,1.0,"[0.19698183186887197,0.803018168131128]"
17343.0,0,0.0,"[0.5359852426608094,0.4640147573391906]"
17349.0,0,0.0,"[0.6675606242420329,0.3324393757579671]"
17362.0,0,1.0,"[0.40612337013934263,0.5938766298606574]"
17367.0,0,1.0,"[0.4678141036907412,0.5321858963092587]"
17371.0,1,1.0,"[0.27480220262289745,0.7251977973771025]"
17381.0,1,1.0,"[0.15648793626445603,0.843512063735544]"
17384.0,1,1.0,"[0.4657849699145256,0.5342150300854744]"
17392.0,0,1.0,"[0.3300050905973797,0.6699949094026203]"
17397.0,1,1.0,"[0.23121443004875183,0.7687855699512481]"
17404.0,1,1.0,"[0.07323989453061462,0.9267601054693854]"
17406.0,0,1.0,"[0.15649554292303,0.84350445707697]"
17415.0,1,0.0,"[0.5066812069562371,0.4933187930437629]"
17418.0,1,1.0,"[0.3644309751259791,0.6355690248740209]"
17431.0,0,1.0,"[0.34089419604547605,0.6591058039545239]"
17433.0,1,1.0,"[0.3500175740393243,0.6499824259606757]"
17434.0,1,1.0,"[0.12122872126959597,0.8787712787304041]"
17446.0,0,0.0,"[0.6348959459157563,0.36510405408424373]"
17457.0,0,1.0,"[0.2924980388966982,0.7075019611033018]"
17466.0,1,1.0,"[0.2853184411328881,0.7146815588671118]"
17469.0,1,1.0,"[0.15482722698640647,0.8451727730135935]"
17490.0,1,1.0,"[0.15598016675600682,0.8440198332439932]"
17495.0,1,1.0,"[0.3623522165481045,0.6376477834518954]"
17500.0,1,0.0,"[0.8433901280855799,0.1566098719144201]"
17515.0,1,1.0,"[0.23542684588749388,0.7645731541125061]"
17520.0,1,1.0,"[0.35607995721037206,0.6439200427896279]"
17526.0,1,1.0,"[0.3015148927170823,0.6984851072829177]"
17527.0,1,1.0,"[0.24947934614219539,0.7505206538578046]"
17536.0,0,0.0,"[0.7622180781062476,0.23778192189375236]"
17560.0,0,1.0,"[0.30819134356908506,0.6918086564309149]"
17564.0,1,1.0,"[0.3162653008602597,0.6837346991397403]"
17567.0,1,1.0,"[0.0879552590081814,0.9120447409918186]"
17576.0,1,1.0,"[0.06616807324497416,0.9338319267550258]"
17578.0,0,0.0,"[0.6663706146383913,0.3336293853616087]"
17581.0,1,1.0,"[0.038658776695253715,0.9613412233047463]"
17591.0,1,1.0,"[0.11716810680061966,0.8828318931993804]"
17596.0,1,1.0,"[0.09214045163731707,0.9078595483626829]"
17609.0,1,1.0,"[0.13755729795051086,0.8624427020494891]"
17611.0,1,1.0,"[0.05444267276769748,0.9455573272323026]"
17612.0,1,1.0,"[0.13041125099497908,0.8695887490050209]"
17616.0,0,0.0,"[0.6760032363701385,0.3239967636298615]"
17618.0,1,1.0,"[0.2372517286330107,0.7627482713669893]"
17640.0,1,1.0,"[0.4978756151388248,0.5021243848611752]"
17643.0,0,0.0,"[0.6640721088198024,0.3359278911801976]"
17644.0,1,1.0,"[0.10399516131384677,0.8960048386861532]"
17646.0,0,1.0,"[0.23689060213998167,0.7631093978600183]"
17652.0,1,1.0,"[0.0692663535672198,0.9307336464327802]"
17658.0,1,1.0,"[0.3760815955071448,0.6239184044928552]"
17667.0,1,1.0,"[0.13469535279763004,0.86530464720237]"
17675.0,1,1.0,"[0.02347639540341376,0.9765236045965863]"
17692.0,0,1.0,"[0.27784663944976873,0.7221533605502313]"
17693.0,0,0.0,"[0.5378714637543132,0.46212853624568684]"
17696.0,1,1.0,"[0.12929235990236307,0.8707076400976369]"
17714.0,0,0.0,"[0.5987352466338307,0.4012647533661693]"
17725.0,1,1.0,"[0.09014878476561383,0.9098512152343862]"
17746.0,0,0.0,"[0.6793229133704327,0.3206770866295673]"
17749.0,0,1.0,"[0.31353237217411606,0.6864676278258839]"
17757.0,1,1.0,"[0.04277546834305468,0.9572245316569453]"
17767.0,1,1.0,"[0.45729160923304635,0.5427083907669537]"
17769.0,1,1.0,"[0.07037098272679433,0.9296290172732057]"
17772.0,1,1.0,"[0.4206803016524257,0.5793196983475744]"
17783.0,1,1.0,"[0.33665634107626347,0.6633436589237365]"
17795.0,0,1.0,"[0.3664945136161093,0.6335054863838907]"
17800.0,1,1.0,"[0.17560552471410915,0.8243944752858908]"
17802.0,1,1.0,"[0.15246771342248622,0.8475322865775138]"
17819.0,1,1.0,"[0.1472055619918345,0.8527944380081656]"
17828.0,1,1.0,"[0.2083256302629321,0.7916743697370678]"
17829.0,0,1.0,"[0.2917509397498285,0.7082490602501714]"
17830.0,1,1.0,"[0.403028186229915,0.596971813770085]"
17856.0,1,1.0,"[0.40786573765784,0.5921342623421599]"
17864.0,1,1.0,"[0.2451288641829516,0.7548711358170483]"
17866.0,0,0.0,"[0.5187327616417706,0.4812672383582294]"
17867.0,1,1.0,"[0.26361857111338355,0.7363814288866164]"
17873.0,1,1.0,"[0.20691523187083505,0.793084768129165]"
17880.0,0,1.0,"[0.3749959628964124,0.6250040371035877]"
17893.0,0,0.0,"[0.6006147884296107,0.3993852115703893]"
17894.0,1,1.0,"[0.14605070653387486,0.8539492934661251]"
17895.0,1,0.0,"[0.6286010859495105,0.3713989140504895]"
17919.0,1,1.0,"[0.2768676378334191,0.7231323621665808]"
17920.0,1,1.0,"[0.05214935584430312,0.9478506441556969]"
17923.0,0,0.0,"[0.7288747382524476,0.27112526174755236]"
17926.0,0,1.0,"[0.42502934089764255,0.5749706591023575]"
17935.0,0,1.0,"[0.4978060509296388,0.5021939490703612]"
17939.0,0,0.0,"[0.6305494355356766,0.36945056446432345]"
17954.0,1,1.0,"[0.07619032553656309,0.9238096744634369]"
17957.0,1,0.0,"[0.5442710335021349,0.4557289664978651]"
17965.0,1,1.0,"[0.0827207721194644,0.9172792278805356]"
17970.0,0,1.0,"[0.34213107861115094,0.6578689213888491]"
17972.0,0,0.0,"[0.5217009992118666,0.47829900078813337]"
17974.0,1,1.0,"[0.18500034606671,0.81499965393329]"
17976.0,0,1.0,"[0.34042006282448756,0.6595799371755124]"
17980.0,0,1.0,"[0.3008894073364158,0.6991105926635842]"
17984.0,0,1.0,"[0.43979504760947336,0.5602049523905266]"
17988.0,1,1.0,"[0.4605044145011375,0.5394955854988626]"
17997.0,1,1.0,"[0.12584428952685,0.87415571047315]"
18004.0,0,1.0,"[0.46697907204058015,0.5330209279594198]"
18033.0,1,0.0,"[0.5810892524477704,0.41891074755222957]"
18035.0,1,1.0,"[0.2754073765121183,0.7245926234878817]"
18044.0,1,1.0,"[0.1336784574681345,0.8663215425318656]"
18058.0,1,0.0,"[0.6867758115052335,0.3132241884947665]"
18059.0,1,1.0,"[0.45846593580252976,0.5415340641974702]"
18061.0,1,1.0,"[0.20433257766714077,0.7956674223328593]"
18062.0,0,1.0,"[0.32249042065368017,0.6775095793463198]"
18064.0,0,1.0,"[0.4350227459596731,0.5649772540403268]"
18072.0,0,1.0,"[0.4995271769137548,0.5004728230862452]"
18086.0,0,0.0,"[0.6755041773362678,0.3244958226637322]"
18105.0,1,0.0,"[0.5761626446978887,0.4238373553021113]"
18108.0,0,1.0,"[0.4788869351002268,0.5211130648997733]"
18110.0,1,1.0,"[0.4391603684064711,0.5608396315935289]"
18116.0,1,1.0,"[0.10245163747409361,0.8975483625259064]"
18119.0,0,1.0,"[0.47226732470987554,0.5277326752901245]"
18121.0,0,1.0,"[0.3201758326786262,0.6798241673213739]"
18125.0,1,1.0,"[0.14310986516688287,0.8568901348331172]"
18126.0,1,1.0,"[0.4019164249878852,0.5980835750121147]"
18130.0,1,1.0,"[0.21184811459645758,0.7881518854035424]"
18135.0,1,1.0,"[0.35614617403664023,0.6438538259633597]"
18145.0,1,1.0,"[0.09243598193518864,0.9075640180648114]"
18149.0,1,1.0,"[0.3894917565721253,0.6105082434278747]"
18151.0,0,1.0,"[0.3019199920004198,0.6980800079995801]"
18158.0,1,1.0,"[0.35051323743070295,0.649486762569297]"
18176.0,0,1.0,"[0.35705904119585785,0.6429409588041421]"
18180.0,1,1.0,"[0.14057622177906792,0.8594237782209321]"
18188.0,1,1.0,"[0.16271421557085752,0.8372857844291425]"
18189.0,1,1.0,"[0.2093316151152606,0.7906683848847393]"
18192.0,1,1.0,"[0.2511560633401959,0.7488439366598041]"
18198.0,1,1.0,"[0.09366613238248674,0.9063338676175132]"
18202.0,0,1.0,"[0.19315337193871107,0.8068466280612889]"
18212.0,0,1.0,"[0.43470779429258866,0.5652922057074113]"
18216.0,1,1.0,"[0.3793454705100323,0.6206545294899677]"
18224.0,0,0.0,"[0.5943618919831424,0.4056381080168576]"
18228.0,1,1.0,"[0.304898092256073,0.695101907743927]"
18229.0,1,1.0,"[0.0682507221594104,0.9317492778405896]"
18231.0,0,1.0,"[0.13137467309907477,0.8686253269009252]"
18236.0,1,1.0,"[0.25182111135119595,0.7481788886488041]"
18252.0,1,1.0,"[0.25582680734989843,0.7441731926501016]"
18259.0,1,1.0,"[0.18378209538031787,0.8162179046196821]"
18260.0,0,1.0,"[0.11544798279422323,0.8845520172057768]"
18262.0,0,0.0,"[0.5968911752894216,0.4031088247105784]"
18265.0,1,1.0,"[0.27302013481367826,0.7269798651863217]"
18274.0,1,0.0,"[0.5735208071685233,0.4264791928314767]"
18282.0,1,0.0,"[0.5636608379642722,0.43633916203572776]"
